result_city,result_postcode,result_status,operator_name,2G,3G,4G
Condé-en-Normandie,14110,ok,orange,0,1,0
Condé-en-Normandie,14110,ok,orange,1,1,0
Condé-en-Normandie,14110,ok,sfr,1,1,1
Condé-sur-Ifs,14270,ok,sfr,1,1,1
Condé-sur-l'Escaut,59163,ok,bouygues,1,1,0
Condé-sur-l'Escaut,59163,ok,bouygues,1,1,1
Condé-sur-l'Escaut,59163,ok,free,0,1,1
Condé-sur-l'Escaut,59163,ok,orange,0,1,0
Condé-sur-l'Escaut,59163,ok,sfr,1,1,0
Condéon,16360,ok,sfr,1,1,0
Conflans-Sainte-Honorine,78700,ok,bouygues,1,1,1
Conflans-Sainte-Honorine,78700,ok,orange,1,1,0
Confolens,16500,ok,orange,0,1,1
Confolens,16500,ok,sfr,1,1,1
Confort,1200,ok,sfr,1,1,1
Conliège,39570,ok,sfr,1,1,1
Connerré,72160,ok,bouygues,1,0,0
Connerré,72160,ok,orange,1,1,1
Conques-en-Rouergue,12320,ok,free,0,1,1
Conségudes,6510,ok,free,0,1,1
Contes,6390,ok,bouygues,1,0,0
Contes,6390,ok,bouygues,1,1,1
Contes,6390,ok,orange,1,0,0
Contes,6390,ok,orange,1,1,0
Contes,6390,ok,sfr,1,1,1
Contrexéville,88140,ok,bouygues,1,1,1
Contrexéville,88140,ok,free,0,1,1
Contrexéville,88140,ok,orange,1,1,1
Contz-les-Bains,57480,ok,orange,1,1,0
Coray,29370,ok,free,0,1,1
Corbarieu,82370,ok,orange,1,1,1
Corbas,69960,ok,orange,1,1,1
Corbehem,62112,ok,bouygues,1,1,1
Corbelin,38630,ok,orange,0,1,1
Corbenay,70320,ok,bouygues,1,1,1
Corbenay,70320,ok,sfr,1,1,1
Corbeny,2820,ok,bouygues,1,1,0
Corbigny,58800,ok,free,0,1,1
Corbigny,58800,ok,orange,1,1,0
Corbonod,1420,ok,sfr,1,1,1
Corbère,66130,ok,sfr,1,0,0
Corbère-les-Cabanes,66130,ok,bouygues,1,1,1
Corcelles-en-Beaujolais,69220,ok,free,0,1,1
Corcelles-en-Beaujolais,69220,ok,orange,1,1,0
Corcoué-sur-Logne,44650,ok,bouygues,1,1,1
Corcoué-sur-Logne,44650,ok,free,0,1,1
Cordemais,44360,ok,sfr,1,1,1
Cordes-sur-Ciel,81170,ok,bouygues,1,1,1
Cordes-sur-Ciel,81170,ok,free,0,1,1
Cordes-sur-Ciel,81170,ok,sfr,1,1,1
Corgoloin,21700,ok,bouygues,1,1,1
Corgoloin,21700,ok,orange,1,1,0
Corlay,22320,ok,sfr,1,1,1
Cormainville,28140,ok,bouygues,1,1,1
Cormainville,28140,ok,sfr,0,0,1
Cormeilles,27260,ok,orange,1,1,1
Cormeilles,27260,ok,sfr,0,1,1
Cormeilles-en-Parisis,95240,ok,free,0,1,0
Cormeilles-en-Parisis,95240,ok,orange,0,1,0
Cormelles-le-Royal,14123,ok,sfr,1,1,1
Cormontreuil,51350,ok,sfr,1,1,1
Cornas,7130,ok,sfr,0,1,0
Cornas,7130,ok,sfr,1,1,0
Corneilla-del-Vercol,66200,ok,free,0,1,0
Corneilla-la-Rivière,66550,ok,free,0,1,1
Cornil,19150,ok,sfr,1,1,1
Cornillon,30630,ok,free,0,1,1
Cornimont,88310,ok,bouygues,1,1,1
Cornimont,88310,ok,free,0,1,0
Cornimont,88310,ok,orange,1,1,1
Cornus,12540,ok,free,0,1,1
Corpeau,21190,ok,free,0,1,1
Corps-Nuds,35150,ok,free,0,1,1
Corquilleroy,45120,ok,free,0,1,1
Correns,83570,ok,sfr,1,1,1
Corrèze,19800,ok,bouygues,1,1,1
Corrèze,19800,ok,sfr,1,1,0
Corte,20250,ok,orange,1,1,1
Corte,20250,ok,sfr,1,1,1
Cos,9000,ok,free,0,1,1
Cosswiller,67310,ok,sfr,1,1,0
Cossé-le-Vivien,53230,ok,bouygues,1,1,1
Cossé-le-Vivien,53230,ok,orange,1,1,1
Cossé-le-Vivien,53230,ok,sfr,1,1,0
Cossé-le-Vivien,53230,ok,sfr,1,1,1
Costaros,43490,ok,free,0,1,1
Costaros,43490,ok,orange,1,1,1
Costaros,43490,ok,sfr,1,1,1
Coteaux du Lizon,39170,ok,bouygues,1,1,1
Coteaux-sur-Loire,37130,ok,bouygues,1,1,1
Cotignac,83570,ok,orange,1,1,1
Coubron,93470,ok,sfr,1,1,1
Coucouron,7470,ok,free,0,1,0
Coucouron,7470,ok,orange,1,1,1
Coudoux,13111,ok,bouygues,1,1,1
Coudoux,13111,ok,free,0,1,1
Coudures,40500,ok,orange,1,1,0
Couiza,11190,ok,bouygues,1,1,1
Couiza,11190,ok,sfr,0,1,0
Coullons,45720,ok,bouygues,1,1,1
Coullons,45720,ok,sfr,1,1,1
Coulogne,62137,ok,free,0,1,0
Coulogne,62137,ok,orange,1,1,1
Coulommiers,77120,ok,free,0,1,1
Coulommiers,77120,ok,orange,1,0,0
Coulon,79510,ok,sfr,1,1,1
Coupiac,12550,ok,sfr,0,1,1
Couquèques,33340,ok,free,0,1,1
Couquèques,33340,ok,orange,0,1,0
Cour-Cheverny,41700,ok,bouygues,1,0,0
Cour-Cheverny,41700,ok,orange,1,1,1
Courbevoie,92400,ok,bouygues,1,1,1
Courcelles-lès-Lens,62970,ok,orange,0,1,1
Courcelles-lès-Lens,62970,ok,sfr,1,1,1
Courmangoux,1370,ok,orange,1,1,1
Cournon-d'Auvergne,63800,ok,bouygues,1,1,1
Cournon-d'Auvergne,63800,ok,orange,1,1,1
Cournonterral,34660,ok,bouygues,1,1,1
Cournonterral,34660,ok,free,0,1,1
Cournonterral,34660,ok,sfr,1,1,1
Courpière,63120,ok,bouygues,1,1,1
Courrières,62710,ok,bouygues,1,1,1
Courrières,62710,ok,free,0,1,0
Courrières,62710,ok,orange,0,1,1
Courrières,62710,ok,sfr,1,1,1
Cours,69470,ok,bouygues,1,1,1
Cours,69470,ok,free,0,1,1
Cours,69470,ok,sfr,1,1,1
Courseulles-sur-Mer,14470,ok,bouygues,1,1,1
Courseulles-sur-Mer,14470,ok,sfr,1,1,1
Courtenay,45320,ok,bouygues,1,1,0
Courtieux,60350,ok,sfr,0,1,1
Cousance,39190,ok,bouygues,1,1,1
Cousance,39190,ok,sfr,1,1,0
Cousances-les-Forges,55170,ok,bouygues,1,1,1
Cousances-les-Forges,55170,ok,sfr,1,1,1
Coussay-les-Bois,86270,ok,free,0,1,0
Coust,18210,ok,sfr,1,1,1
Coutances,50200,ok,free,0,1,0
Coutras,33230,ok,bouygues,1,0,0
Coutras,33230,ok,free,0,1,1
Coutras,33230,ok,sfr,0,1,0
Coux,7000,ok,bouygues,1,0,0
Couze-et-Saint-Front,24150,ok,sfr,1,1,1
Couzeix,87270,ok,free,0,1,1
Couzeix,87270,ok,orange,1,0,0
Couzeix,87270,ok,orange,1,1,0
Couzon-au-Mont-d'Or,69270,ok,sfr,1,1,1
Couëron,44220,ok,bouygues,1,1,1
Couëron,44220,ok,sfr,1,1,1
Cox,31480,ok,sfr,1,1,1
Coye-la-Forêt,60580,ok,bouygues,1,1,1
Coye-la-Forêt,60580,ok,sfr,1,1,1
Cozzano,20148,ok,sfr,1,1,1
Coësmes,35134,ok,sfr,0,1,1
Coëx,85220,ok,orange,1,1,1
Crach,56950,ok,orange,1,1,1
Crain,89480,ok,sfr,1,1,1
Cramoisy,60660,ok,bouygues,1,0,0
Crancey,10100,ok,bouygues,1,1,1
Crandelles,15250,ok,bouygues,1,1,1
Crandelles,15250,ok,orange,1,1,0
Cransac,12110,ok,sfr,1,1,1
Craponne,69290,ok,sfr,1,1,1
Crazannes,17350,ok,orange,0,1,1
Creil,60100,ok,bouygues,1,1,1
Creil,60100,ok,free,0,1,1
Creil,60100,ok,orange,1,1,1
Creissan,34370,ok,free,0,1,0
Creney-près-Troyes,10150,ok,orange,1,1,1
Crespian,30260,ok,orange,1,1,1
Crespin,59154,ok,orange,0,1,0
Crespières,78121,ok,free,0,1,1
Crespières,78121,ok,sfr,1,1,1
Cressensac-Sarrazac,46600,ok,bouygues,1,1,1
Creysse,24100,ok,orange,1,1,0
Criquebeuf-sur-Seine,27340,ok,sfr,0,1,0
Criquetot-l'Esneval,76280,ok,sfr,0,1,0
Croisilles,62128,ok,free,0,1,1
Croisilles,62128,ok,orange,0,1,0
Croisilles,62128,ok,orange,1,1,0
Croisilles,62128,ok,orange,1,1,1
Croix,59170,ok,bouygues,1,1,1
Croix,59170,ok,sfr,1,1,1
Croizet-sur-Gand,42540,ok,free,0,1,1
Crollon,50220,ok,sfr,1,1,1
Cros,63810,ok,sfr,1,1,1
Crotenay,39300,ok,orange,0,1,0
Crotenay,39300,ok,sfr,1,1,1
Croth,27530,ok,bouygues,1,1,0
Croth,27530,ok,sfr,1,1,0
Crozet,1170,ok,orange,1,1,1
Crozon,29160,ok,bouygues,1,0,0
Crozon,29160,ok,bouygues,1,1,0
Crozon,29160,ok,bouygues,1,1,1
Crozon,29160,ok,free,0,1,0
Crozon,29160,ok,free,0,1,1
Crozon,29160,ok,orange,0,0,0
Crozon,29160,ok,orange,0,1,0
Crozon,29160,ok,orange,0,1,1
Crozon,29160,ok,orange,1,1,0
Crozon,29160,ok,sfr,1,1,0
Crozon,29160,ok,sfr,1,1,1
Cruas,7350,ok,free,0,1,1
Créchets,65370,ok,sfr,1,1,1
Crécy-sur-Serre,2270,ok,bouygues,1,1,1
Crécy-sur-Serre,2270,ok,sfr,1,1,1
Crépy,2870,ok,sfr,1,1,1
Crépy-en-Valois,60800,ok,orange,1,1,0
Créteil,94000,ok,orange,1,1,0
Crézancy,2650,ok,orange,0,0,0
Crézancy,2650,ok,sfr,1,1,0
Crêches-sur-Saône,71680,ok,free,0,1,0
Crêches-sur-Saône,71680,ok,free,0,1,1
Crêts en Belledonne,38830,ok,bouygues,1,1,1
Cublac,19520,ok,orange,1,0,0
Cublac,19520,ok,orange,1,1,1
Cublize,69550,ok,bouygues,1,1,1
Cublize,69550,ok,sfr,1,1,1
Cubnezais,33620,ok,sfr,1,1,1
Cucq,62780,ok,sfr,1,1,1
Cuers,83390,ok,bouygues,1,1,1
Cuers,83390,ok,sfr,1,1,1
Cugand,85610,ok,free,0,1,1
Cuges-les-Pins,13780,ok,bouygues,1,1,1
Cuges-les-Pins,13780,ok,free,0,1,0
Cuges-les-Pins,13780,ok,free,0,1,1
Cuges-les-Pins,13780,ok,orange,0,0,0
Cuges-les-Pins,13780,ok,orange,0,0,1
Cuges-les-Pins,13780,ok,orange,0,1,0
Cuges-les-Pins,13780,ok,orange,0,1,1
Cuges-les-Pins,13780,ok,orange,1,0,0
Cuges-les-Pins,13780,ok,orange,1,1,0
Cuges-les-Pins,13780,ok,orange,1,1,1
Cuges-les-Pins,13780,ok,sfr,1,1,0
Cuges-les-Pins,13780,ok,sfr,1,1,1
Cugnaux,31270,ok,orange,1,1,1
Cuise-la-Motte,60350,ok,bouygues,1,1,1
Cuise-la-Motte,60350,ok,sfr,1,1,1
Curgies,59990,ok,bouygues,1,1,1
Curgies,59990,ok,sfr,0,1,1
Curgies,59990,ok,sfr,1,1,1
Cussac,87150,ok,free,0,1,1
Cussac-sur-Loire,43370,ok,orange,0,1,1
Cussac-sur-Loire,43370,ok,sfr,1,1,0
Cusset,3300,ok,orange,1,1,1
Cusset,3300,ok,sfr,1,1,1
Cussy-en-Morvan,71550,ok,sfr,0,1,1
Cusy,74540,ok,sfr,1,1,1
Cuvilly,60490,ok,sfr,1,1,1
Cuxac-d'Aude,11590,ok,bouygues,1,1,1
Cuxac-d'Aude,11590,ok,sfr,1,1,1
Cuy,60310,ok,sfr,0,1,0
Cuy,89140,ok,free,0,1,1
Cuy,89140,ok,sfr,1,1,1
Cuzance,46600,ok,orange,0,0,0
Cuzieu,42330,ok,orange,1,1,0
Cère,40090,ok,bouygues,1,1,1
Cébazat,63118,ok,sfr,1,1,1
Cépet,31620,ok,orange,1,1,1
Cérences,50510,ok,bouygues,1,1,1
Céré-la-Ronde,37460,ok,sfr,1,1,1
Cézac,33620,ok,bouygues,1,1,0
Dabo,57850,ok,free,0,1,0
Dabo,57850,ok,sfr,1,1,0
Daignac,33420,ok,orange,1,1,0
Dainville,62000,ok,orange,1,1,0
Daluis,6470,ok,sfr,1,1,0
Damas-aux-Bois,88330,ok,bouygues,1,1,1
Damazan,47160,ok,sfr,1,1,1
Damgan,56750,ok,sfr,1,1,1
Dammartin-en-Goële,77230,ok,bouygues,1,1,1
Dammartin-en-Goële,77230,ok,orange,0,0,0
Damparis,39500,ok,bouygues,1,1,0
Damparis,39500,ok,sfr,1,1,1
Dampierre,39700,ok,free,0,1,0
Dampierre-sous-Brou,28160,ok,orange,1,1,1
Dangé-Saint-Romain,86220,ok,bouygues,1,1,0
Dangé-Saint-Romain,86220,ok,free,0,1,1
Danjoutin,90400,ok,bouygues,1,0,0
Dannemoine,89700,ok,bouygues,1,1,1
Dannes,62187,ok,orange,1,1,1
Daoulas,29460,ok,orange,1,1,1
Dardilly,69570,ok,bouygues,1,1,0
Dardilly,69570,ok,bouygues,1,1,1
Dardilly,69570,ok,free,0,1,1
Dardilly,69570,ok,orange,1,1,0
Dardilly,69570,ok,sfr,1,1,0
Dardilly,69570,ok,sfr,1,1,1
Dargnies,80570,ok,bouygues,1,1,1
Darnétal,76160,ok,orange,1,1,1
Dausse,47140,ok,bouygues,1,1,1
Dausse,47140,ok,sfr,1,1,1
Davézieux,7430,ok,bouygues,1,1,0
Dax,40100,ok,free,0,1,0
Dax,40100,ok,orange,1,1,1
Deauville,14800,ok,sfr,1,1,1
Dechy,59187,ok,orange,1,1,0
Decize,58300,ok,free,0,1,1
Decize,58300,ok,sfr,1,1,1
Delle,90100,ok,bouygues,0,1,0
Delle,90100,ok,free,0,1,0
Delle,90100,ok,sfr,1,1,0
Delme,57590,ok,bouygues,1,1,1
Delme,57590,ok,orange,1,1,1
Demangevelle,70210,ok,bouygues,1,1,1
Dembeni,97660,ok,bouygues,1,1,1
Dembeni,97660,ok,sfr,1,1,1
Denain,59220,ok,bouygues,1,1,1
Denain,59220,ok,free,0,1,0
Denain,59220,ok,free,0,1,1
Denain,59220,ok,orange,1,1,0
Denain,59220,ok,orange,1,1,1
Denain,59220,ok,sfr,1,1,1
Denonville,28700,ok,bouygues,1,1,1
Denée,49190,ok,free,0,1,0
Derval,44590,ok,bouygues,1,1,1
Descartes,37160,ok,orange,0,1,0
Deshaies,97126,ok,orange,1,1,0
Dettwiller,67490,ok,free,0,1,1
Deux-Grosnes,69860,ok,orange,1,1,0
Deux-Grosnes,69860,ok,sfr,1,0,0
Deuxville,54370,ok,bouygues,1,1,0
Deuxville,54370,ok,bouygues,1,1,1
Deuxville,54370,ok,free,0,1,0
Deuxville,54370,ok,orange,0,1,1
Deuxville,54370,ok,orange,1,1,0
Deuxville,54370,ok,orange,1,1,1
Deuxville,54370,ok,sfr,0,1,1
Deuxville,54370,ok,sfr,1,1,0
Deuxville,54370,ok,sfr,1,1,1
Devecey,25870,ok,bouygues,1,0,0
Deville,8800,ok,bouygues,1,1,1
Deûlémont,59890,ok,bouygues,1,1,0
Deûlémont,59890,ok,bouygues,1,1,1
Deûlémont,59890,ok,free,0,1,0
Deûlémont,59890,ok,free,0,1,1
Deûlémont,59890,ok,orange,0,1,1
Deûlémont,59890,ok,orange,1,1,0
Deûlémont,59890,ok,orange,1,1,1
Deûlémont,59890,ok,sfr,0,0,1
Deûlémont,59890,ok,sfr,0,1,0
Deûlémont,59890,ok,sfr,1,1,0
Deûlémont,59890,ok,sfr,1,1,1
Diconne,71330,ok,sfr,0,1,0
Die,26150,ok,bouygues,1,1,1
Die,26150,ok,free,0,1,0
Die,26150,ok,orange,1,1,0
Die,26150,ok,sfr,1,1,0
Dieppe,76200,ok,bouygues,1,1,0
Dieppe,76200,ok,bouygues,1,1,1
Dieppe,76200,ok,free,0,1,0
Dieppe,76200,ok,free,0,1,1
Dieppe,76200,ok,orange,0,1,0
Dieppe,76200,ok,orange,0,1,1
Dieppe,76200,ok,orange,1,1,0
Dieppe,76200,ok,orange,1,1,1
Dieppe,76200,ok,sfr,0,1,0
Dieppe,76200,ok,sfr,1,1,0
Dieppe,76200,ok,sfr,1,1,1
Dieppe,76370,ok,bouygues,1,1,1
Dietwiller,68440,ok,orange,1,1,0
Dieulefit,26220,ok,bouygues,1,1,0
Dieulefit,26220,ok,free,0,1,0
Dieulefit,26220,ok,sfr,1,1,0
Dieulouard,54380,ok,free,0,1,0
Dieulouard,54380,ok,free,0,1,1
Dieulouard,54380,ok,orange,1,1,0
Dieulouard,54380,ok,orange,1,1,1
Dieuze,57260,ok,bouygues,1,1,1
Dieuze,57260,ok,orange,1,1,0
Dieuze,57260,ok,sfr,1,1,1
Digny,28250,ok,bouygues,1,1,1
Digoin,71160,ok,orange,1,1,0
Dijon,21000,ok,bouygues,1,1,0
Dijon,21000,ok,bouygues,1,1,1
Dijon,21000,ok,free,0,1,0
Dijon,21000,ok,free,0,1,1
Dijon,21000,ok,orange,0,0,0
Dijon,21000,ok,orange,0,1,1
Dijon,21000,ok,orange,1,1,0
Dijon,21000,ok,orange,1,1,1
Dijon,21000,ok,sfr,0,1,0
Dijon,21000,ok,sfr,1,1,0
Dijon,21000,ok,sfr,1,1,1
Dinan,22100,ok,free,0,1,1
Dinan,22100,ok,orange,0,0,0
Dinan,22100,ok,orange,1,1,1
Dinan,22100,ok,sfr,1,1,0
Dinan,22100,ok,sfr,1,1,1
Dinard,35800,ok,bouygues,1,1,0
Dinard,35800,ok,bouygues,1,1,1
Dinard,35800,ok,free,0,1,1
Dinard,35800,ok,orange,0,0,0
Dinard,35800,ok,orange,0,1,0
Dinard,35800,ok,orange,0,1,1
Dinard,35800,ok,orange,1,1,0
Dinard,35800,ok,orange,1,1,1
Dinard,35800,ok,sfr,0,1,0
Dinard,35800,ok,sfr,1,1,0
Dinard,35800,ok,sfr,1,1,1
Dingé,35440,ok,orange,1,1,0
Dingé,35440,ok,sfr,1,1,1
Dinsac,87210,ok,orange,0,1,0
Diou,3290,ok,sfr,1,1,1
Distroff,57925,ok,orange,0,1,1
Dives-sur-Mer,14160,ok,orange,1,1,0
Dives-sur-Mer,14160,ok,sfr,1,1,1
Divonne-les-Bains,1220,ok,orange,1,1,1
Diéval,62460,ok,bouygues,1,1,1
Diéval,62460,ok,orange,0,1,1
Diéval,62460,ok,orange,1,1,0
Diéval,62460,ok,orange,1,1,1
Diéval,62460,ok,sfr,1,1,1
Dol-de-Bretagne,35120,ok,bouygues,1,1,1
Dole,39100,ok,bouygues,1,1,1
Dole,39100,ok,orange,1,1,0
Dolomieu,38110,ok,sfr,1,1,1
Dolus-d'Oléron,17550,ok,bouygues,1,1,1
Dolus-d'Oléron,17550,ok,orange,1,1,1
Domart-en-Ponthieu,80620,ok,orange,0,0,1
Dombasle-sur-Meurthe,54110,ok,free,0,1,1
Domessargues,30350,ok,bouygues,1,1,0
Domessargues,30350,ok,orange,1,1,1
Domessin,73330,ok,free,0,1,0
Domessin,73330,ok,free,0,1,1
Domfront en Poiraie,61700,ok,free,0,1,0
Domfront en Poiraie,61700,ok,orange,0,1,0
Dommartin-lès-Cuiseaux,71480,ok,orange,1,1,1
Domont,95330,ok,bouygues,1,1,1
Domont,95330,ok,orange,1,1,1
Domont,95330,ok,sfr,0,0,1
Dompaire,88270,ok,orange,1,1,1
Dompierre-Becquincourt,80980,ok,free,0,1,1
Dompierre-Becquincourt,80980,ok,sfr,1,1,1
Dompierre-sur-Besbre,3290,ok,bouygues,1,1,1
Dompierre-sur-Besbre,3290,ok,orange,1,1,0
Dompierre-sur-Besbre,3290,ok,sfr,1,1,1
Domérat,3410,ok,free,0,1,1
Don,59272,ok,bouygues,1,1,1
Donges,44480,ok,orange,0,1,0
Donges,44480,ok,orange,0,1,1
Donges,44480,ok,orange,1,1,0
Donges,44480,ok,orange,1,1,1
Donges,44480,ok,sfr,1,1,1
Donneville,31450,ok,orange,1,1,1
Donville-les-Bains,50350,ok,bouygues,1,1,1
Donzenac,19270,ok,sfr,1,1,0
Donzy,58220,ok,bouygues,1,1,1
Donzy,58220,ok,sfr,1,1,1
Donzère,26290,ok,sfr,1,1,1
Dordives,45680,ok,orange,0,1,0
Dorlisheim,67120,ok,free,0,1,1
Dornes,58390,ok,free,0,1,1
Dornes,58390,ok,orange,1,1,1
Dortan,1590,ok,bouygues,1,1,1
Douai,59500,ok,bouygues,1,1,1
Douai,59500,ok,orange,1,1,0
Douai,59500,ok,orange,1,1,1
Douai,59500,ok,sfr,1,1,0
Douai,59500,ok,sfr,1,1,1
Douarnenez,29100,ok,sfr,1,1,1
Douchy-les-Mines,59282,ok,bouygues,1,1,1
Doullens,80600,ok,bouygues,1,1,1
Dourdan,91410,ok,orange,1,1,0
Dourdan,91410,ok,sfr,1,1,0
Dourges,62119,ok,bouygues,1,0,0
Dourges,62119,ok,orange,1,1,0
Dourges,62119,ok,orange,1,1,1
Dourges,62119,ok,sfr,1,0,0
Dourgne,81110,ok,bouygues,1,1,1
Douzillac,24190,ok,bouygues,1,1,1
Douzy,8140,ok,bouygues,1,1,1
Douzy,8140,ok,free,0,1,1
Douzy,8140,ok,orange,0,0,0
Douzy,8140,ok,orange,1,1,0
Douzy,8140,ok,orange,1,1,1
Douzy,8140,ok,sfr,1,1,0
Douzy,8140,ok,sfr,1,1,1
Doué-en-Anjou,49700,ok,bouygues,1,1,0
Doué-en-Anjou,49700,ok,sfr,0,1,0
Doyet,3170,ok,orange,1,1,0
Draché,37800,ok,sfr,1,1,1
Dracé,69220,ok,free,0,1,1
Draguignan,83300,ok,bouygues,1,1,1
Draguignan,83300,ok,free,0,1,1
Drancy,93700,ok,bouygues,1,1,0
Drancy,93700,ok,bouygues,1,1,1
Drancy,93700,ok,free,0,1,0
Drancy,93700,ok,free,0,1,1
Drancy,93700,ok,orange,0,1,1
Drancy,93700,ok,orange,1,1,0
Drancy,93700,ok,orange,1,1,1
Drancy,93700,ok,sfr,0,0,1
Drancy,93700,ok,sfr,1,1,0
Drancy,93700,ok,sfr,1,1,1
Draveil,91210,ok,orange,1,1,0
Drefféac,44530,ok,bouygues,1,1,1
Dreux,28100,ok,bouygues,0,1,1
Dreux,28100,ok,bouygues,1,0,0
Dreux,28100,ok,bouygues,1,1,1
Dreux,28100,ok,free,0,1,0
Dreux,28100,ok,free,0,1,1
Dreux,28100,ok,orange,0,1,0
Dreux,28100,ok,orange,0,1,1
Dreux,28100,ok,orange,1,1,0
Dreux,28100,ok,orange,1,1,1
Dreux,28100,ok,sfr,0,0,1
Dreux,28100,ok,sfr,0,1,0
Dreux,28100,ok,sfr,0,1,1
Dreux,28100,ok,sfr,1,0,0
Dreux,28100,ok,sfr,1,1,0
Dreux,28100,ok,sfr,1,1,1
Drocourt,62320,ok,orange,1,1,1
Droiturier,3120,ok,orange,1,1,0
Droux,87190,ok,bouygues,1,1,1
Droux,87190,ok,sfr,1,1,0
Droué,41270,ok,orange,0,0,0
Drusenheim,67410,ok,sfr,1,1,1
Drémil-Lafage,31280,ok,orange,1,1,1
Drémil-Lafage,31280,ok,sfr,1,1,1
Duclair,76480,ok,bouygues,1,1,1
Duclair,76480,ok,free,0,1,0
Ducos,97224,ok,orange,1,1,0
Dugny,93440,ok,orange,0,1,0
Dugny,93440,ok,orange,0,1,1
Dugny,93440,ok,orange,1,0,0
Dugny,93440,ok,orange,1,1,1
Duhort-Bachen,40800,ok,sfr,1,1,1
Duingt,74410,ok,sfr,1,1,1
Duisans,62161,ok,bouygues,1,1,1
Duisans,62161,ok,free,0,1,0
Duisans,62161,ok,orange,1,1,0
Duisans,62161,ok,sfr,1,1,1
Dun-le-Poëlier,36210,ok,bouygues,1,1,1
Dunet,36310,ok,sfr,0,0,1
Dunières,43220,ok,bouygues,1,1,0
Dunières,43220,ok,free,0,1,0
Dunières,43220,ok,free,0,1,1
Dunières,43220,ok,orange,0,1,0
Dunières,43220,ok,orange,1,1,1
Dunières,43220,ok,sfr,1,1,0
Dunkerque,59140,ok,bouygues,1,0,0
Dunkerque,59140,ok,bouygues,1,1,0
Dunkerque,59140,ok,bouygues,1,1,1
Dunkerque,59140,ok,free,0,1,0
Dunkerque,59140,ok,free,0,1,1
Dunkerque,59140,ok,orange,0,0,0
Dunkerque,59140,ok,orange,0,1,0
Dunkerque,59140,ok,orange,1,0,0
Dunkerque,59140,ok,orange,1,1,0
Dunkerque,59140,ok,orange,1,1,1
Dunkerque,59140,ok,sfr,0,1,0
Dunkerque,59140,ok,sfr,0,1,1
Dunkerque,59140,ok,sfr,1,0,0
Dunkerque,59140,ok,sfr,1,0,1
Dunkerque,59140,ok,sfr,1,1,0
Dunkerque,59140,ok,sfr,1,1,1
Dunkerque,59240,ok,orange,1,1,1
Dunkerque,59430,ok,orange,1,1,0
Dunkerque,59640,ok,bouygues,1,1,1
Dunkerque,59640,ok,free,0,1,1
Durban-Corbières,11360,ok,bouygues,1,1,1
Durdat-Larequille,3310,ok,bouygues,1,1,0
Durdat-Larequille,3310,ok,sfr,1,1,0
Durfort-Lacapelette,82390,ok,orange,1,1,1
Durlinsdorf,68480,ok,bouygues,1,1,1
Durmenach,68480,ok,orange,1,1,1
Duttlenheim,67120,ok,orange,1,1,1
Décines-Charpieu,69150,ok,bouygues,1,1,1
Décines-Charpieu,69150,ok,free,0,1,1
Décines-Charpieu,69150,ok,orange,1,1,0
Désertines,3630,ok,free,0,1,1
Dévoluy,5250,ok,sfr,1,1,0
Eaubonne,95600,ok,bouygues,1,1,0
Eaubonne,95600,ok,bouygues,1,1,1
Eaubonne,95600,ok,free,0,1,1
Eaubonne,95600,ok,orange,0,1,0
Eaubonne,95600,ok,orange,1,1,0
Eaubonne,95600,ok,orange,1,1,1
Eaubonne,95600,ok,sfr,1,1,0
Eaubonne,95600,ok,sfr,1,1,1
Eaunes,31600,ok,orange,1,1,1
Eckbolsheim,67201,ok,orange,0,0,0
Eckbolsheim,67201,ok,orange,1,1,0
Eclose-Badinières,38300,ok,sfr,1,1,1
Ecques,62129,ok,bouygues,1,1,0
Ecquevilly,78920,ok,free,0,1,1
Eguisheim,68420,ok,orange,1,1,0
Elbeuf,76500,ok,free,0,1,1
Elbeuf,76500,ok,sfr,1,1,0
Elbeuf,76500,ok,sfr,1,1,1
Elne,66200,ok,bouygues,1,1,1
Elne,66200,ok,free,0,1,0
Elne,66200,ok,free,0,1,1
Elne,66200,ok,orange,0,1,0
Elne,66200,ok,orange,0,1,1
Elne,66200,ok,orange,1,1,1
Elne,66200,ok,sfr,0,0,1
Elne,66200,ok,sfr,1,1,1
Elnes,62380,ok,orange,1,1,1
Elven,56250,ok,orange,0,0,0
Empeaux,31470,ok,bouygues,1,1,1
Engins,38360,ok,sfr,1,1,0
Englos,59320,ok,sfr,1,1,1
Engomer,9800,ok,free,0,1,0
Ennevelin,59710,ok,bouygues,1,1,1
Ennezat,63720,ok,bouygues,1,1,1
Ennezat,63720,ok,free,0,1,0
Ennezat,63720,ok,orange,1,1,1
Ensigné,79170,ok,orange,0,1,1
Ensisheim,68190,ok,bouygues,1,1,0
Ensisheim,68190,ok,orange,1,1,1
Ensuès-la-Redonne,13820,ok,free,0,1,0
Ensuès-la-Redonne,13820,ok,orange,1,1,1
Entraigues-sur-la-Sorgue,84320,ok,free,0,1,0
Entraigues-sur-la-Sorgue,84320,ok,free,0,1,1
Entrains-sur-Nohain,58410,ok,orange,1,1,1
Entre-Deux,97414,ok,bouygues,1,1,1
Entre-Deux,97414,ok,sfr,1,1,1
Entrelacs,73410,ok,orange,1,1,1
Entrelacs,73410,ok,sfr,1,1,0
Envermeu,76630,ok,bouygues,1,1,0
Envermeu,76630,ok,bouygues,1,1,1
Envermeu,76630,ok,free,0,1,1
